Index,Business Name,Business Address,Business Address(Line 1),Business Address(Line 2),Business Address Suburb,Business Phone Number,Eat Safe Rating,Permit Name,Business Address Suburb List
6039,Corner Pizza and Grill,64 Troughton Rd -,64 Troughton Rd,,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6040,Spice World Brisbane,"S LVL 1, 317 Mains Rd -","S LVL 1, 317 Mains Rd",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6041,Oak Tree Academy Sunnybank,198 McCullough St -,198 McCullough St,,Sunnybank,-,,Child Care Centre,"S, Sunnybank"
6042,Mizusawa Tea Shop,"Shop 1, 14 Zamia St -","Shop 1, 14 Zamia St",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6043,Miss Seven Noodle House,46/342 McCullough St -,46/342 McCullough St,,Sunnybank,-,5,Cafe/Restaurant,"S, Sunnybank"
6044,RORO SUNNYBANK,34/358 MAINS ROAD -,34/358 MAINS ROAD,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6045,Fresh Homemade Dumpling,"Shop 32, 342 McCullough St -","Shop 32, 342 McCullough St",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6046,GWANGJANG Market,8 ZAMIA STREET -,8 ZAMIA STREET,,Sunnybank,-,5,Cafe/Restaurant,"S, Sunnybank"
6047,Bloom Patisserie,"Level 2, Shop 4, 341 Mains Rd -","Level 2, Shop 4, 341 Mains Rd",,Sunnybank,-,4,Bakery/Patisserie,"S, Sunnybank"
6048,St Thomas More College Cafe,290 Turton St -,290 Turton St,,Sunnybank,-,5,Cafe/Restaurant,"S, Sunnybank"
6049,I Skeweer BBQ,"Shop 9, Sunnybank Market Square 341 Mains Rd -","Shop 9, Sunnybank Market Square",341 Mains Rd,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6050,The Little Cube,"Shop 92, 358 Mains Road -","Shop 92, 358 Mains Road",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6051,Sushi Hub Sunny Plaza,"S17, 358 Mains Rd (Sunnybank Plaza) -","S17, 358 Mains Rd (Sunnybank Plaza)",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6052,AFANTI XINJIANG CUISHINE,358 MAINS ROAD -,358 MAINS ROAD,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6053,Just Coconut,"S2.8, Market Square Sh/g Ctre, Lvl 2, 341 Mains Rd -","S2.8, Market Square Sh/g Ctre, Lvl 2, 341 Mains Rd",,Sunnybank,-,4,Cafe/Restaurant,"S, Sunnybank"
6054,Terrific Noodles,"Tenancy 1.6, Level 1, Market Square 341 Mains Rd -","Tenancy 1.6, Level 1, Market Square",341 Mains Rd,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6055,Sunny Pocha,10 Zamia Street -,10 Zamia Street,,Sunnybank,-,4,Cafe/Restaurant,"S, Sunnybank"
6056,Sharetea,1/358 Mains Road -,1/358 Mains Road,,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6057,Milani Minus Eight Degrees,341 Mains Road -,341 Mains Road,,Sunnybank,-,4,Takeaway Food,"S, Sunnybank"
6058,Woka 360 Fusion Bristo,"Shop 1, Market Square 341 Mains Rd -","Shop 1, Market Square",341 Mains Rd,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6059,Zhang Liang Aus,"Shop 131A, 358 Mains Rd (Sunnybank Plaza) -","Shop 131A, 358 Mains Rd (Sunnybank Plaza)",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6060,Machi Machi Sunnybank,"Shop 1, 409 Mains Road -","Shop 1, 409 Mains Road",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6061,Half Time Food,"Kiosk K3, 341 Mains Rd (Market Square Shopping Ctre) -","Kiosk K3, 341 Mains Rd (Market Square Shopping Ctre)",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6062,Omupapa,"Shop 28D, Sunnybank Plaza 358 Mains Rd -","Shop 28D, Sunnybank Plaza",358 Mains Rd,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6063,Odaya Tea,"Shop 124, Sunnybank Plaza 358 Mains Rd -","Shop 124, Sunnybank Plaza",358 Mains Rd,Sunnybank,-,5,Cafe/Restaurant,"S, Sunnybank"
6064,K10 BBQ,"S K10, 341 Mains Rd (Sunnybank Market Square) -","S K10, 341 Mains Rd (Sunnybank Market Square)",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6065,Ikkaku Yakiniku,341 MAINS ROAD -,341 MAINS ROAD,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6066,Niya's Kitchen,"Tenancy G2, 341 Mains Road -","Tenancy G2, 341 Mains Road",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6067,Noodle Villa,56/341 MAINS ROAD -,56/341 MAINS ROAD,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6068,Le Boulangerie Amour Fou,"Shop 31, Sunnybank Plaza Sh/g Ctre, 358 Mains Rd -","Shop 31, Sunnybank Plaza Sh/g Ctre, 358 Mains Rd",,Sunnybank,-,,Bakery/Patisserie,"S, Sunnybank"
6069,Satay Boss,"K4, Market Square, 9 Lewina Street -","K4, Market Square, 9 Lewina Street",,Sunnybank,-,4,Takeaway Food,"S, Sunnybank"
6070,Goukai Japanese Restaurant,"S 2.06 Lvl 2 Market Square, 341 Mains Rd -","S 2.06 Lvl 2 Market Square, 341 Mains Rd",,Sunnybank,-,5,Cafe/Restaurant,"S, Sunnybank"
6071,Fen Ku Guilin Rice Noodle Market Square,"Shop 20D, 341 Mains Road -","Shop 20D, 341 Mains Road",,Sunnybank,-,3,Cafe/Restaurant,"S, Sunnybank"
6072,Boba Chicken,"K6, Sunnybank Plaza, 358 Mains Rd -","K6, Sunnybank Plaza, 358 Mains Rd",,Sunnybank,-,4,Takeaway Food,"S, Sunnybank"
6073,Gusu Restaurant,"Shop 82, 358 Mains Rd (Sunnybank Plaza) -","Shop 82, 358 Mains Rd (Sunnybank Plaza)",,Sunnybank,-,4,Cafe/Restaurant,"S, Sunnybank"
6074,Manka Cafe,58/341 MAINS ROAD -,58/341 MAINS ROAD,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6075,Plusmart,34/342 MCCULLOUGH STREET -,34/342 MCCULLOUGH STREET,,Sunnybank,-,4,Food Shop,"S, Sunnybank"
6076,Just Bun,"Shop K7, 9 Lewina St -","Shop K7, 9 Lewina St",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6077,OTSB Pty Ltd,"Shop K7, 342 McCullough Street -","Shop K7, 342 McCullough Street",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6078,Sugar Puff,"K5, Market Square, 9 Lewina Street -","K5, Market Square, 9 Lewina Street",,Sunnybank,-,5,Takeaway Food,"S, Sunnybank"
6079,POPO,"Tenancy G10, 341 Mains Road -","Tenancy G10, 341 Mains Road",,Sunnybank,-,,"Food Shop,Takeaway Food","S, Sunnybank"
6080,KUAFOOD FRIED CHUAN,11G Mains Rd -,11G Mains Rd,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6081,Charley's Pastries,"Shop 35, 341 Mains Road -","Shop 35, 341 Mains Road",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6082,Sushi Edo,"Shop 30B Sunnybank Plaza, 358 Mains Rd -","Shop 30B Sunnybank Plaza, 358 Mains Rd",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6083,David's Noodle and Hot Pot,Shop 113/ 358 Mains Rd (Sunnybank Plaza) -,Shop 113/ 358 Mains Rd (Sunnybank Plaza),,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6084,Meet You Patisserie,35 Hedina Street -,35 Hedina Street,,Sunnybank,-,5,Bakery/Patisserie,"S, Sunnybank"
6085,Milk Flower,"Shop 32E Sunnybank Plaza, 358 Mains Rd -","Shop 32E Sunnybank Plaza, 358 Mains Rd",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6086,Kusuka Corner,"Shop 1.3, Level 1, 341 Mains Rd, (Market Square) -","Shop 1.3, Level 1, 341 Mains Rd, (Market Square)",,Sunnybank,-,,"Cafe/Restaurant,Takeaway Food","S, Sunnybank"
6087,HUSHANG SEAFOOD HOTPOT & BBQ BUFFET,342 MCCULLOUGH STREET -,342 MCCULLOUGH STREET,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6088,Afanti Bento,"K02, 358 Mains Rd -","K02, 358 Mains Rd",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6089,Haidilao Sydney Pty Ltd,Level 3 Shop 9 Market Square 341 Mains Rd -,Level 3 Shop 9 Market Square,341 Mains Rd,Sunnybank,-,5,Cafe/Restaurant,"S, Sunnybank"
6090,Majestea,18A / 341 Mains Rd (Market Square Sh/g Ctre) -,18A / 341 Mains Rd (Market Square Sh/g Ctre),,Sunnybank,-,,"Takeaway Food,Cafe/Restaurant","S, Sunnybank"
6091,Wil's Resto,"Shop 50, Market Square, 341 Mains Road -","Shop 50, Market Square, 341 Mains Road",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6092,BiteJoy,358 Mains Road -,358 Mains Road,,Sunnybank,-,3,Takeaway Food,"S, Sunnybank"
6093,BK And PS Pty Ltd,"Shop G1, Times Square 250 McCullough St -","Shop G1, Times Square",250 McCullough St,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6094,Zain Ul Abdin - Rego# 171UUS,-,,,Sunnybank,-,,Mobile Food,"S, Sunnybank"
6095,Cloud Acai,4/9 Lewina Street Sunnybank Central -,4/9 Lewina Street,Sunnybank Central,Sunnybank,-,4,Takeaway Food,"S, Sunnybank"
6096,Sheng Yuan Noodles,"Shop 14, 341 Mains Road -","Shop 14, 341 Mains Road",,Sunnybank,-,5,Cafe/Restaurant,"S, Sunnybank"
6097,Milki Desserts,"Shop 23, Sunny Park Shopping Centre 342 Mccullough St -","Shop 23, Sunny Park Shopping Centre",342 Mccullough St,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6098,The Lucky Bridge Chinese Cuisine,S G12 341 Mains Rd -,S G12 341 Mains Rd,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6099,SUNNYBANK ANGLICAN OUTSIDE SCHOOL HOURS CARE,139 Young St -,139 Young St,,Sunnybank,-,,Child Care Centre,"S, Sunnybank"
6100,Cocoart,"K16, Sunnybank Plaza, 358 Mains Rd -","K16, Sunnybank Plaza, 358 Mains Rd",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6101,Mr Heart Pty Ltd,47 Lamona Circuit -,47 Lamona Circuit,,Sunnybank,-,4,"Beverage Manufacturer/Bottler,Food Manufacturer","S, Sunnybank"
6102,Old Street Claypot,"Shop K6, Market Square 341 Mains Rd -","Shop K6, Market Square",341 Mains Rd,Sunnybank,-,4,Takeaway Food,"S, Sunnybank"
6103,Seoul Garden Korean BBQ and Hotpot Buffet,209/341 Mains Rd -,209/341 Mains Rd,,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6104,Mui G Kitchen,Shop 22A 342 Mccullough Street (Sunny Park) -,Shop 22A 342 Mccullough Street (Sunny Park),,Sunnybank,-,4,"Cafe/Restaurant,Takeaway Food","S, Sunnybank"
6105,Chuan Chinese Restaurant,"S5, Lvl 1, Market Squre, 341 Mains Rd (9 Lewina St) -","S5, Lvl 1, Market Squre, 341 Mains Rd (9 Lewina St)",,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6106,Hungry Hamper Catering Pty Ltd,Boorman St (Sunnybank Hills State High School) -,Boorman St (Sunnybank Hills State High School),,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6107,Zen Flavours,"Shop 81, 358 Mains Road (Sunnybank Plaza) -","Shop 81, 358 Mains Road (Sunnybank Plaza)",,Sunnybank,-,3,Cafe/Restaurant,"S, Sunnybank"
6108,JM Barossa Pty Ltd,"K9, 341 Mains Rd (Market Square Shopping Ctre) -","K9, 341 Mains Rd (Market Square Shopping Ctre)",,Sunnybank,-,,Takeaway Food,"S, Sunnybank"
6109,Meatlovers Charcoal BBQ,"Shop 47, Sunny Park Shopping Centre 342 Mccullough St -","Shop 47, Sunny Park Shopping Centre",342 Mccullough St,Sunnybank,-,,Cafe/Restaurant,"S, Sunnybank"
6110,Lert Rod Restaurant and Bar,Shop 51/ 341 Mains Road -,Shop 51/ 341 Mains Road,,Sunnybank,-,3,Cafe/Restaurant,"S, Sunnybank"
6111,Chatterbox Cafe,"Shop 30, 661 Compton Road -","Shop 30, 661 Compton Road",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6112,Calamvale Hotel,678 Compton Rd 07 3273 4777,678 Compton Rd,,Sunnybank Hills,07 3273 4777,,Cafe/Restaurant,"S, Sunnybank Hills"
6113,Pho Saigon,S9 223 Calam Road -,S9 223 Calam Road,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6114,Falalalah,"Shop 21, Pinelands Plaza Shopping Centre 663 Beenleigh Rd -","Shop 21, Pinelands Plaza Shopping Centre",663 Beenleigh Rd,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6115,Lucky Star Tavern P/L,397 Hellawell Road -,397 Hellawell Road,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6116,Sunnycove,22 Farne St -,22 Farne St,,Sunnybank Hills,-,4,Accommodation Meals,"S, Sunnybank Hills"
6117,Glamorous Wok,"Shop K4, Sunny Park Ctre, 342 McCullough Street 3345 8887","Shop K4, Sunny Park Ctre, 342 McCullough Street",,Sunnybank Hills,3345 8887,,Cafe/Restaurant,"S, Sunnybank Hills"
6118,Cream Patisserie,PO Box 1533 3324 2713,PO Box 1533,,Sunnybank Hills,3324 2713,3,Cafe/Restaurant,"S, Sunnybank Hills"
6119,Fan Hua Li,49/663 BEENLEIGH ROAD -,49/663 BEENLEIGH ROAD,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6120,Shalom Brisbane Restaurant Trading Pty Ltd,Shop 53 / 663 Beenleigh Road -,Shop 53 / 663 Beenleigh Road,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6121,Tok Tok Korean Charcoal BBQ,11/158 GOWAN ROAD -,11/158 GOWAN ROAD,,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6122,Kung Food Noodle,"Pinelands Shopping Centre Shop 24, 663 Beenleigh Rd 07 33441884",Pinelands Shopping Centre,"Shop 24, 663 Beenleigh Rd",Sunnybank Hills,07 33441884,,Cafe/Restaurant,"S, Sunnybank Hills"
6123,Golden Rice Takeaway,202 Calam Rd -,202 Calam Rd,,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6124,Soul Memory,11/397 HELLAWELL ROAD -,11/397 HELLAWELL ROAD,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6125,Ho Lin Wah Restaurant,"Shop 5, 663 Beenleigh Rd 0421590778","Shop 5, 663 Beenleigh Rd",,Sunnybank Hills,0421590778,,Cafe/Restaurant,"S, Sunnybank Hills"
6126,Nangam Brisbane,"Shop 8, 158 Gowan Road -","Shop 8, 158 Gowan Road",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6127,BlueCare Sunnybank Hills Carramar Aged Care Facility,130 Hellawell Rd -,130 Hellawell Rd,,Sunnybank Hills,-,5,Care Facility,"S, Sunnybank Hills"
6128,Cazna Gardens,465 Hellawell Rd 3273 8078,465 Hellawell Rd,,Sunnybank Hills,3273 8078,4,Care Facility,"S, Sunnybank Hills"
6129,Causeway Bay Seafood Restaurant,"Shop 1, 70 Pinelands Road -","Shop 1, 70 Pinelands Road",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6130,Pineland Road Bakehouse,"Shop 26, 663 Beenleigh Road -","Shop 26, 663 Beenleigh Road",,Sunnybank Hills,-,3,Bakery/Patisserie,"S, Sunnybank Hills"
6131,Omakase Kintoto,"Shop 9, 18 Wynne Street -","Shop 9, 18 Wynne Street",,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6132,Woolworths Sunnybank Hills 2762,"Sunnybank Hills Shopping Centre, 661 Compton Rd -","Sunnybank Hills Shopping Centre, 661 Compton Rd",,Sunnybank Hills,-,,"Fruit and Vegetable Processing,Delicatessen,Bakery/Patisserie","S, Sunnybank Hills"
6133,The Little Nut Tree Patisserie,397 Hellawell Road -,397 Hellawell Road,,Sunnybank Hills,-,,Bakery/Patisserie,"S, Sunnybank Hills"
6134,The Cheesecake Shop Sunnybank Hills,"Shop 50, Pinelands Plaza 663 Beenleigh Rd -","Shop 50, Pinelands Plaza",663 Beenleigh Rd,Sunnybank Hills,-,,"Bakery/Patisserie,Takeaway Food","S, Sunnybank Hills"
6135,The Silver Plate,S 14 397 Hellawell Road -,S 14 397 Hellawell Road,,Sunnybank Hills,-,3,Takeaway Food,"S, Sunnybank Hills"
6136,King Food Chinese Restaurant,Shop 14/661 Compton Road -,Shop 14/661 Compton Road,,Sunnybank Hills,-,3,Takeaway Food,"S, Sunnybank Hills"
6137,Sizzling Braised Pot,"Shop 51, Pinelands Plaza 663 Beenleigh Rd -","Shop 51, Pinelands Plaza",663 Beenleigh Rd,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6138,That Noodle,"Shop 23, 663 Beenleigh Road -","Shop 23, 663 Beenleigh Road",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6139,Dominos Sunnybank,"Shop 2, 581 Beenleigh Rd -","Shop 2, 581 Beenleigh Rd",,Sunnybank Hills,-,,Takeaway Food,"S, Sunnybank Hills"
6140,Kim's Guk Bap,5/70 Pinelands Rd -,5/70 Pinelands Rd,,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6141,Avenues Early Learning Centre,8 Isabella Pl 3276 0200,8 Isabella Pl,,Sunnybank Hills,3276 0200,,Child Care Centre,"S, Sunnybank Hills"
6142,Subway Sunnybank Hills,"Store 11B, 661 Compton Road 3711 2915","Store 11B, 661 Compton Road",,Sunnybank Hills,3711 2915,,Cafe/Restaurant,"S, Sunnybank Hills"
6143,New Excellent Kitchen,"Shop 15, Sunnybank Hills Shopping Town 661 Compton Rd -","Shop 15, Sunnybank Hills Shopping Town",661 Compton Rd,Sunnybank Hills,-,,Takeaway Food,"S, Sunnybank Hills"
6144,Fish & More,"Shop 6, 18 Wynne St -","Shop 6, 18 Wynne St",,Sunnybank Hills,-,4,Takeaway Food,"S, Sunnybank Hills"
6145,Coffee Lugo,19/661 Compton Rd -,19/661 Compton Rd,,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6146,SinJeon K-Street Food Sunnybank,581 Beenleigh Rd -,581 Beenleigh Rd,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6147,Help Enterprises,475 Hellawell Road 07 38681765,475 Hellawell Road,,Sunnybank Hills,07 38681765,5,Food Manufacturer,"S, Sunnybank Hills"
6148,Fat Chili,3/70 Pinelands Rd -,3/70 Pinelands Rd,,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6149,Yangmama,"Shop 45, 663 Beenleigh Rd, (Pineland Plaza Sh/g Ctre) -","Shop 45, 663 Beenleigh Rd, (Pineland Plaza Sh/g Ctre)",,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6150,Pick n Lick & Swades,Shop 47A Centro Pinelands 663 Beenleigh Road (07) 3345 3003,Shop 47A Centro Pinelands,663 Beenleigh Road,Sunnybank Hills,(07) 3345 3003,3,Takeaway Food,"S, Sunnybank Hills"
6151,Liberty Sunnybank Hills,297 Pinelands Road -,297 Pinelands Road,,Sunnybank Hills,-,4,Takeaway Food,"S, Sunnybank Hills"
6152,Mi Dam,"Shop 3, 21 Farne Street -","Shop 3, 21 Farne Street",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6153,Mobi Cafe,"Shop 5, 21 Farne Street 3108 1193","Shop 5, 21 Farne Street",,Sunnybank Hills,3108 1193,,Cafe/Restaurant,"S, Sunnybank Hills"
6154,Johoja noodle shop,17/663 BEENLEIGH ROAD -,17/663 BEENLEIGH ROAD,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6155,Pork Roll,"S19, Sunnybank Hills S/g Ctre, 661 Compton Rd -","S19, Sunnybank Hills S/g Ctre, 661 Compton Rd",,Sunnybank Hills,-,4,Takeaway Food,"S, Sunnybank Hills"
6156,Mr. PENG BBQ,Shop 1 / 158 Gowan Road -,Shop 1 / 158 Gowan Road,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6157,Il Castello Pizzeria,"Shop 17, 397 Hellawell Road -","Shop 17, 397 Hellawell Road",,Sunnybank Hills,-,,"Cafe/Restaurant,Takeaway Food","S, Sunnybank Hills"
6158,Yuan Bao Taiwanese Cuisine Restaurant,"Shop 15 & 16, 663 Beenleigh Road -","Shop 15 & 16, 663 Beenleigh Road",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6159,Sri Mahkota,"Shop 31, 663 Beenleigh Road -","Shop 31, 663 Beenleigh Road",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6160,Village BBQ,Shop 48  Pinelands Shopping Centre 663 Beenleigh Road -,Shop 48  Pinelands Shopping Centre,663 Beenleigh Road,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6161,Sushi Chef K,"Shop K22, 661 Compton Road -","Shop K22, 661 Compton Road",,Sunnybank Hills,-,3,Takeaway Food,"S, Sunnybank Hills"
6162,Go Bull,18 WYNNE STREET -,18 WYNNE STREET,,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6163,The Noodle Club SBH,"S8, 223 Calam Rd (8 Lear St) (Sunnybank Hills Pacific Ctre) -","S8, 223 Calam Rd (8 Lear St) (Sunnybank Hills Pacific Ctre)",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6164,88TOPOKKI,Shop 14B Pinelands Shopping Centre 663 Beenleigh Road 3158 8952,Shop 14B Pinelands Shopping Centre,663 Beenleigh Road,Sunnybank Hills,3158 8952,,Cafe/Restaurant,"S, Sunnybank Hills"
6165,Jing Star Restaurant,"Unit 12, 8 Lear Street 3423 7188","Unit 12, 8 Lear Street",,Sunnybank Hills,3423 7188,4,Cafe/Restaurant,"S, Sunnybank Hills"
6166,Little Red Dumpling Pinelands,"S19, 663 Beenleigh Rd (Pinelands Plaza) -","S19, 663 Beenleigh Rd (Pinelands Plaza)",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6167,Sunnybank Hills Respite Care,130 Hellawell Road -,130 Hellawell Road,,Sunnybank Hills,-,5,Care Facility,"S, Sunnybank Hills"
6168,Busy Camp Brisbane,"Shop 31, 223 Calam Rd -","Shop 31, 223 Calam Rd",,Sunnybank Hills,-,4,"Cafe/Restaurant,Takeaway Food","S, Sunnybank Hills"
6169,SOUTHERN CROSS CAR WASH PTY LTD,485 HELLAWELL ROAD -,485 HELLAWELL ROAD,,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6170,Punjabi Taste,663 BEENLEIGH ROAD -,663 BEENLEIGH ROAD,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6171,Xiang Wei Restaurant,"Shop 3A, 158 Gowan Rd (Gowan Village S/g Ctre) -","Shop 3A, 158 Gowan Rd (Gowan Village S/g Ctre)",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6172,Crazy Noodle,"Shop 58, 663 Beenleigh Rd -","Shop 58, 663 Beenleigh Rd",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6173,Sushi Paradise,"Kiosk 1, 661 Compton Road -","Kiosk 1, 661 Compton Road",,Sunnybank Hills,-,3,"Cafe/Restaurant,Takeaway Food","S, Sunnybank Hills"
6174,Hikari,"Shop 8, 22 Gowan Road -","Shop 8, 22 Gowan Road",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6175,Cream House Cafe,10/10 Torbey St -,10/10 Torbey St,,Sunnybank Hills,-,5,Cafe/Restaurant,"S, Sunnybank Hills"
6176,Amoroso Gelateria,"Shop 7, Pinelands Plaza Shopping Centre 663 Beenleigh Rd -","Shop 7, Pinelands Plaza Shopping Centre",663 Beenleigh Rd,Sunnybank Hills,-,4,"Cafe/Restaurant,Takeaway Food","S, Sunnybank Hills"
6177,Little Ivy Cakery,18 Normandy St -,18 Normandy St,,Sunnybank Hills,-,4,Bakery/Patisserie,"S, Sunnybank Hills"
6178,Mui G Kitchen Sunnybank Hills,202 Calam Rd -,202 Calam Rd,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6179,Walkers Doughnuts Sunnybank Hills,"SK2, 661 Compton Road -","SK2, 661 Compton Road",,Sunnybank Hills,-,,Takeaway Food,"S, Sunnybank Hills"
6180,Snow Witch,"S7, 661 Compton Rd (Sunnybank Hills Shopping Town) -","S7, 661 Compton Rd (Sunnybank Hills Shopping Town)",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6181,Addictea,"Shop T1A, 7 Farne Street -","Shop T1A, 7 Farne Street",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6182,Niu Bakery,278 Gowan Road -,278 Gowan Road,,Sunnybank Hills,-,3,Takeaway Food,"S, Sunnybank Hills"
6183,The Peak Dessert,"Shop 9, 158 Gowan Road -","Shop 9, 158 Gowan Road",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6184,Yuan Way,"Shop 1, 408 Hellawell Rd -","Shop 1, 408 Hellawell Rd",,Sunnybank Hills,-,,Takeaway Food,"S, Sunnybank Hills"
6185,Yen's Kitchen,"Shop 2, 408 Hellawell Rd -","Shop 2, 408 Hellawell Rd",,Sunnybank Hills,-,,Bakery/Patisserie,"S, Sunnybank Hills"
6186,TRI BBQ,"Shop 47, Pinelands Sh/g Ctre, 663 Beenleigh Rd -","Shop 47, Pinelands Sh/g Ctre, 663 Beenleigh Rd",,Sunnybank Hills,-,,"Cafe/Restaurant,Food Shop,Takeaway Food","S, Sunnybank Hills"
6187,Seoul Fry,5/18 Wynne St -,5/18 Wynne St,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6188,The Peak Dessert,"Shop 2, 70 Pinelands Road -","Shop 2, 70 Pinelands Road",,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6189,Xiangbalao Pastry,8/663 Beenleigh Rd -,8/663 Beenleigh Rd,,Sunnybank Hills,-,4,Bakery/Patisserie,"S, Sunnybank Hills"
6190,Mr.Hao Malatang,"S36 & S38, Pinelands Shopping Ctre, 663 Beenleigh Rd -","S36 & S38, Pinelands Shopping Ctre, 663 Beenleigh Rd",,Sunnybank Hills,-,4,"Cafe/Restaurant,Takeaway Food","S, Sunnybank Hills"
6191,Krazy Yoghurt & Dessert,"Shop 1A, 21 Farne Street -","Shop 1A, 21 Farne Street",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
